sex,age,priors_count,race,c_charge_degree,query_id
Female,19.0,3.3,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,19.0,4.3,African-American,M,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,38.0,7.2,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,26.7,8.9,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,41.2,14.8,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,19.0,3.299999952316284,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,19.0,4.300000190734863,African-American,M,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,38.0,7.199999809265137,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,26.700000762939453,8.899999618530273,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,41.20000076293945,14.800000190734863,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,19.0,2.4000000953674316,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,19.0,8.5,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,36.5,6.699999809265137,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,31.600000381469727,9.5,African-American,M,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,41.599998474121094,13.5,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,19.0,1.7999999523162842,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,19.0,6.699999809265137,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,38.599998474121094,8.699999809265137,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,34.099998474121094,11.300000190734863,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Male,52.099998474121094,16.200000762939453,Caucasian,F,8778fe6b-ce4b-437a-93a1-e7b1dff97942
Female,19.0,2.0,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,31.700000762939453,7.300000190734863,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,19.0,7.199999809265137,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,19.0,4.0,African-American,M,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,35.599998474121094,12.399999618530272,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,19.0,1.7999999523162842,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,25.299999237060547,5.5,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,19.0,6.800000190734863,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,35.599998474121094,10.0,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,25.299999237060547,15.699999809265137,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,19.0,3.0999999046325684,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,19.0,4.400000095367432,African-American,M,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,34.0,6.699999809265137,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,22.399999618530273,9.199999809265137,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Male,28.200000762939453,15.5,Caucasian,F,86b93e4f-5401-44a8-9b72-b3c7059be8c8
Female,19.0,2.299999952316284,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Male,22.899999618530273,9.5,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,33.599998474121094,6.599999904632568,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,48.79999923706055,11.0,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,38.70000076293945,17.399999618530273,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,19.0,2.200000047683716,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,20.600000381469727,4.199999809265137,African-American,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,33.20000076293945,6.5,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Male,33.29999923706055,8.399999618530273,African-American,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,37.5,12.0,Caucasian,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,19.0,2.0999999046325684,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,43.0,8.300000190734863,Caucasian,F,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,24.0,7.400000095367432,Caucasian,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,40.79999923706055,11.0,African-American,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,47.70000076293945,14.399999618530272,Caucasian,M,86c0e1ad-c70a-48f8-a201-d1744177e952
Female,47.70000076293945,14.399999618530273,Caucasian,M,86c0e1ad-c70a-48f8-a201-d1744177e952
