ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,query_id
69.54118,12.023258,26.20526,17.192352,1.1902574,0.4245595,0.0,98.184456,14.553679,7.0538807,0.0,0.23000449,100.0,0.0,0.0,0.0,24.714945,55.780293,4.03323,1.0,0.73895955,100.0,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
68.79506,17.080116,5.234073,19.547419,0.0,0.49423578,0.084799364,99.28669,14.747534,7.2450843,0.0,0.0,100.0,0.59253615,0.92119884,0.009323666,30.039541,76.59798,2.237793,1.8592771,0.4476829,95.779594,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
70.450195,64.33143,0.0,4.0,2.1238022,0.0,0.0,100.0,11.727225,6.644622,0.0,0.0,92.366,0.98777336,2.4672754,2.4609234,22.080276,74.5101,4.287044,1.6071982,0.79547197,95.32067,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
65.327156,196.21071,0.0,62.890545,13.050602,0.0,0.0,98.28952,15.805072,6.9535494,10.73447,2.3703046,18.988262,1.3346977,5.492222,4.7208705,70.311874,79.505745,9.362943,1.0,3.6266437,97.92326,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
67.290955,207.57825,0.0,60.03876,12.125101,0.50826687,0.0,98.92386,16.961596,6.6641726,11.628723,1.7448109,17.813549,0.0,3.284441,3.8314698,74.53803,48.18514,9.632853,1.0,3.5030077,89.62196,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
70.83068,192.9995,0.0,52.644196,17.259102,0.48568273,0.0,100.0,13.6240835,7.0201097,14.534226,1.6852155,19.71974,0.0,3.800797,7.2423406,73.413,89.29883,10.199869,1.6482093,3.1225266,95.6891,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
66.06153,141.09769,2.8887122,59.365112,21.975153,0.66920745,0.0,94.37854,63.7175,5.6817503,18.322922,2.7205386,24.780018,0.0,10.543477,10.102752,28.383833,73.15579,3.4001968,3.0382292,1.3915498,62.23399,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
64.21897,104.415276,0.0,29.52419,25.198084,0.29896545,0.0,97.462746,59.895164,6.0261745,22.531435,3.2115812,29.535389,0.0,10.217983,10.555108,39.32796,90.81534,6.3544993,2.5266867,1.2668314,63.445137,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
65.53273,186.07559,0.0,54.670147,23.210018,0.0,0.0,90.74738,65.75387,6.0682707,24.664474,3.017144,30.310738,0.0,7.661695,10.905955,22.309654,62.823914,4.7925506,2.5658863,1.6188145,63.660652,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
90.23634,164.37668,56.23273,119.21485,8.541888,0.0,0.0,100.0,14.349484,7.456566,13.317,0.17562768,61.155094,4.98637,0.0,1.4599915,2.067729,71.25115,0.0,1.169452,0.0,48.95075,47188f5c-57e7-4245-970c-c8bb4e91640a
86.67938,160.06517,29.594254,96.16773,5.584327,0.33676007,0.20897265,100.0,16.580252,7.2367578,13.540569,0.11250125,53.08972,5.3686852,0.0,0.0,6.9563246,84.770454,1.5345798,1.8569194,0.9483107,50.633877,47188f5c-57e7-4245-970c-c8bb4e91640a
87.24477,222.1865,58.0117,110.64593,15.824098,0.21500896,0.31171784,99.81826,13.679081,6.707891,10.377686,0.9628817,53.110844,5.221384,2.5587356,0.0,0.80991983,56.448093,0.6793269,1.0,1.5176145,52.76987,47188f5c-57e7-4245-970c-c8bb4e91640a
57.549232,74.176476,0.0,16.783012,10.408136,0.0,0.0721513,96.17232,20.515104,6.8382235,13.973145,2.9892344,37.027817,1.4571002,0.2427881,2.0737853,71.681885,62.963654,4.49127,3.6104457,0.0,88.9323,4de3854b-86cc-4842-a34d-07f520d4fb6a
60.625423,81.736404,11.253678,26.022955,16.358791,0.0,0.051912274,100.0,17.453102,6.794537,11.029451,3.6427567,44.113777,0.68414295,0.115799084,0.0,80.83109,64.67265,4.9893503,1.3431138,0.83834904,86.26693,4de3854b-86cc-4842-a34d-07f520d4fb6a
58.284904,1.9999999,0.0,27.380325,15.892977,0.0,0.0,95.08131,15.57256,6.8785987,13.7280245,4.519301,38.003998,0.06432751,0.0,0.1699581,79.02773,105.24968,4.2872796,2.2450325,1.1912918,88.27175,4de3854b-86cc-4842-a34d-07f520d4fb6a
73.04389,165.12827,0.0,68.9539,22.231195,0.0,0.09769417,100.0,18.349062,7.778109,63.35833,7.1065607,28.509172,0.0,1.0081766,0.0,4.6792746,60.273678,0.14670905,4.478565,0.0,43.56233,6ae00417-6293-43b3-9663-618106badd30
73.51215,157.75206,15.553017,33.85041,26.135359,0.0,0.0,97.31464,16.329706,6.7606153,69.48467,5.93904,33.95947,0.0,0.0,0.0,0.0,75.302086,0.8197578,3.5799317,0.5721756,41.403683,6ae00417-6293-43b3-9663-618106badd30
72.54663,156.67493,7.932706,70.06812,22.17891,0.1766105,0.0,100.0,15.093781,7.446109,65.5395,5.254956,31.181393,0.0,0.0,0.0,2.593022,81.91876,0.0,3.8290882,0.2418598,44.020317,6ae00417-6293-43b3-9663-618106badd30
65.75474,227.74664,15.24864,79.321526,23.221169,0.26629966,1.0217909,79.056694,0.0,4.075768,27.15568,0.40947795,30.284203,21.664024,1.265078,0.75306726,12.338313,59.970406,9.87098,1.7617803,1.0564989,85.022385,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
66.10565,176.40826,20.10875,82.02213,25.241394,1.4292494,0.0,72.86643,1.3813833,3.6791563,23.310177,0.06137883,29.136309,21.796755,0.4355975,0.6433209,35.180294,62.718266,10.7497425,3.389954,1.8210353,87.750145,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
66.43397,152.77228,0.0,92.88549,22.84579,1.7099367,0.0,74.06974,0.6904616,3.7661111,20.727598,0.0,31.091618,21.0735,0.0,1.7934619,32.183643,59.79712,10.512878,2.7564986,0.3634841,85.889984,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
79.12855,150.04314,31.964073,88.61385,26.980875,0.0,0.26016882,99.05589,13.970907,7.106548,29.52708,0.4707278,33.837482,2.1869016,0.0,0.88224775,4.0896482,74.4392,2.545081,1.8058507,0.58424264,35.00705,dc95b427-bfda-4f48-8bba-f1669e1d8316
79.42411,155.56277,34.265038,87.00646,25.709038,0.42260194,0.6076872,96.69509,18.461744,6.8278675,25.311737,0.0,31.439653,3.7094445,2.8183992,0.0,14.876425,58.96379,2.1992111,1.4493512,0.4042333,26.720163,dc95b427-bfda-4f48-8bba-f1669e1d8316
80.580475,201.46281,17.322535,99.91427,27.374813,0.0,0.0,100.0,12.709942,7.2352614,24.368994,0.7068045,28.282701,3.5529807,0.29155344,1.8319262,10.952494,62.666317,0.08476299,3.0384812,1.0096587,29.808315,dc95b427-bfda-4f48-8bba-f1669e1d8316
71.84972,207.73235,12.592448,75.70128,23.866581,0.48435724,0.29775327,96.155266,12.060779,4.2558284,27.361656,0.0,58.50386,0.97631395,4.5502906,6.67597,28.77105,51.446957,2.6467736,1.5394118,0.9632969,80.872635,624f082d-4910-4d9b-a582-8954af9491d6
75.06382,156.57285,10.236849,71.48,23.843187,0.5181522,0.390168,100.0,8.721794,4.6079245,24.851559,0.0,63.964565,1.0745139,8.659966,4.085839,39.0402,83.43806,2.619165,1.0,0.0,78.28585,624f082d-4910-4d9b-a582-8954af9491d6
74.68945,191.51604,18.606632,81.2955,21.493977,1.4439049,0.0,96.17851,15.304105,4.078861,23.83913,0.0,57.012386,0.91789925,4.3396997,4.5948753,46.41105,58.81848,2.3083696,2.190892,0.1900622,86.29634,624f082d-4910-4d9b-a582-8954af9491d6
70.424,301.17447,2.113315,100.176765,41.121456,1.3349776,0.15831861,92.9488,39.084896,5.875347,44.087227,3.2079725,36.912575,0.82666665,8.314424,8.900542,82.41522,70.26454,7.46409,4.832971,4.6210785,71.11626,05677cc2-4524-4e37-b89b-fd78ad98eb50
69.6999,321.1869,14.183446,106.70572,41.046165,1.9451013,0.40307856,94.525475,35.50739,5.6384354,36.391453,3.4880457,38.296654,0.17361704,9.621269,14.814665,60.84008,46.287064,7.8562474,6.8678365,4.6734223,70.22546,05677cc2-4524-4e37-b89b-fd78ad98eb50
69.69286,381.66367,0.0,86.288605,40.377537,0.7661652,1.9354358,91.284904,36.33472,5.8336945,39.819305,3.2193453,37.883045,0.457296,11.861171,11.124986,70.20143,54.001484,8.633603,5.893123,4.4784856,76.44875,05677cc2-4524-4e37-b89b-fd78ad98eb50
69.395836,55.078568,4.2200885,47.667137,0.0,1.2864311,0.0,96.67011,7.7619762,7.051266,0.0038233548,2.4534793,96.76956,0.17072508,1.6472824,4.465522,37.273907,78.53704,2.3442473,2.3315659,0.84876645,97.35205,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
72.10412,1.9999999,5.6766963,27.020317,0.0,0.0934142,0.0,90.957954,13.008045,7.3307934,0.0,0.42831615,100.0,0.0,0.0,3.148102,10.044244,43.54978,4.4073057,1.0803707,1.8970625,100.0,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
71.17749,1.9999999,0.0,4.0,0.0,0.0,0.0,95.08772,11.238905,7.5668025,2.800592,0.20372763,98.6644,0.0,4.8910747,0.0,20.804998,39.737606,2.056389,2.6418493,2.0302684,100.0,a92c8cb3-dc97-4d6c-ad56-4deb32a58048
67.42516,190.09431,0.0,27.59592,22.619593,0.0,0.0,100.0,15.213359,6.8424387,9.765276,2.0006373,19.936623,2.4790392,1.8676219,1.3365629,77.84115,48.612507,8.36722,2.5833054,2.1460755,91.51901,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
71.21099,169.26999,0.0,27.221062,18.822065,0.20541187,0.0,93.26938,14.77715,6.5129714,16.65461,0.0,14.844829,0.24706519,5.4457393,6.1710405,62.811783,75.84354,8.751003,1.4500484,3.449027,85.98555,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
66.377235,191.96513,0.0,87.83817,20.3702,0.0,0.7796875,100.0,17.219877,7.1272917,16.331087,0.95761067,24.22181,1.4675856,8.913923,0.46800923,61.82746,33.35858,8.948276,1.0,3.2301793,83.31129,2c1b1bb8-e9f5-4f76-910e-a4cb61359f9e
69.10207,151.28314,1.0781223,45.717766,22.06652,2.2054133,0.29805824,91.30719,60.00597,5.7218814,29.32014,1.6381081,20.62192,0.011260934,7.0978365,9.727233,30.87666,111.071754,5.2166557,1.1250719,0.0,68.28988,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
72.126236,122.55192,0.0,43.667156,26.516018,0.36546037,0.90006983,87.17828,62.769894,6.291934,17.07272,2.5601978,16.877111,0.0,11.282636,11.394004,13.881668,53.8584,2.54635,2.141774,1.260198,67.023674,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
69.68636,103.8475,29.931572,85.58674,24.302156,0.62579745,0.0,85.09996,61.489075,5.9107437,27.884233,3.252091,23.64789,1.4521453,7.8150253,11.960357,42.718025,74.089005,5.6694584,2.8196335,1.0174675,61.78674,9fe3ce14-a5aa-45b9-83f4-de4969df9c7d
90.16017,263.9219,53.832134,101.85463,11.861281,2.0678823,0.0033963276,91.36801,15.956614,6.997125,9.042202,2.1545093,59.99565,5.6421814,2.249961,0.0,0.0,51.781116,4.2454624,1.4324337,0.37198132,52.319492,47188f5c-57e7-4245-970c-c8bb4e91640a
92.38266,198.3866,45.613407,81.81437,10.420644,0.0,0.0,100.0,13.390991,7.347548,12.178923,0.0,51.159348,4.7959027,4.833406,0.96143687,0.0,62.73452,3.2192326,1.0,0.26364833,50.57739,47188f5c-57e7-4245-970c-c8bb4e91640a
85.57374,177.73315,43.09455,102.041145,7.979686,0.0,0.33448908,100.0,10.8986225,7.8998413,4.2412844,0.0,42.901016,6.8561497,0.0,0.0,4.383204,107.65013,4.339121,2.107779,0.0,51.077217,47188f5c-57e7-4245-970c-c8bb4e91640a
61.915894,76.3702,14.323305,14.490521,13.786404,0.19364448,0.21231213,100.0,12.8257675,7.060403,9.152237,5.243937,39.635723,2.3472524,2.8418453,1.898473,66.02838,84.40516,2.7616189,1.2502801,1.7684593,95.83914,4de3854b-86cc-4842-a34d-07f520d4fb6a
57.956783,54.437862,41.29734,4.0,7.023478,0.0,0.36850455,88.61593,16.548231,6.5523596,8.103738,2.6226315,40.712555,1.384676,5.4202247,0.0,64.01459,72.580444,5.211582,2.3813813,0.92656565,80.6484,4de3854b-86cc-4842-a34d-07f520d4fb6a
56.1408,62.753693,13.633658,4.0,10.96077,1.6480492,0.0,93.901794,19.320896,6.952155,15.381482,4.398225,35.92267,0.16592646,2.0569348,6.1224995,86.686226,92.395424,4.103674,1.053402,0.6396346,96.40492,4de3854b-86cc-4842-a34d-07f520d4fb6a
65.5407,193.52005,0.0,44.916546,22.328125,1.5236043,1.213541,100.0,17.158092,6.5384817,76.166115,3.325025,30.581236,2.3598795,4.3801284,6.711792,0.0,81.40376,0.0,3.2798483,0.930162,38.43362,6ae00417-6293-43b3-9663-618106badd30
76.355934,122.979294,7.8260465,65.633354,25.076487,0.68421936,0.0,100.0,17.111967,7.291155,64.38967,5.8636417,25.881847,0.0,1.3255624,9.491367,0.0,46.704937,0.0,5.245905,0.0,39.933414,6ae00417-6293-43b3-9663-618106badd30
79.50101,96.58708,24.18055,64.463425,18.483389,0.0,0.24384032,100.0,10.264672,7.7876177,66.41909,5.2190833,35.987576,0.0,0.0,0.0,5.960816,98.74592,2.214565,2.3470192,0.0,50.747852,6ae00417-6293-43b3-9663-618106badd30
70.95693,181.44998,0.0,117.4975,23.694643,0.0,0.0,83.09426,0.0,3.2810764,29.022465,0.0,17.807747,22.546661,4.7479987,0.0,24.07043,83.18975,8.827958,3.8533015,1.3994787,82.57659,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
60.413235,161.3505,29.06776,103.963036,26.830992,0.0,0.034908313,77.14887,0.0,3.4369602,28.234053,0.62523466,39.543488,22.48832,1.2749547,0.89838034,31.351334,74.19805,10.826875,1.0,2.2129486,85.56954,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
63.85811,216.41412,44.032597,84.76354,24.020304,1.5497483,1.1818304,72.402916,5.062613,4.6460342,23.367289,0.8530065,35.179436,20.98291,0.44622952,0.0,25.711843,62.445145,8.889404,1.0,0.94999486,80.76545,23bdecb8-a1c7-4d3b-b06d-d502bfeb18ea
85.50016,139.5007,0.0,70.74603,24.27526,0.0,0.6255763,100.0,12.322895,7.72058,27.859306,0.05515825,25.646904,3.9698024,0.022246733,0.0,0.0,57.56044,0.0,1.7707493,1.7471372,32.06319,dc95b427-bfda-4f48-8bba-f1669e1d8316
