employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,query_id
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,purchase,RENT,FL,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,educational,RENT,FL,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,small_business,RENT,FL,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,D,16.527151107788086,purchase,RENT,ID,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,debt,RENT,FL,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,C,16.527151107788086,educational,OWN,NE,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,C,16.527151107788086,purchase,RENT,NE,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,E,16.527151107788086,purchase,RENT,NE,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,D,16.527151107788086,purchase,RENT,NE,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,purchase,RENT,MN,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,purchase,RENT,WA,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,F,16.527151107788086,small_business,RENT,FL,d8a31397-7373-4667-a86f-9a2f0ea8dfda
3.0903191566467285,13.984580993652344,7250.16162109375,G,16.527151107788086,purchase,RENT,OR,d8a31397-7373-4667-a86f-9a2f0ea8dfda
