query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal
27f442b5-1e77-44aa-a15e-55799bbf9248,0,0.03,1.0465261936187744,0.1912229210138321,0.24444444477558136,True
27f442b5-1e77-44aa-a15e-55799bbf9248,1,0.03,2.2035434246063232,1.2193881273269653,0.6527777910232544,False
27f442b5-1e77-44aa-a15e-55799bbf9248,2,0.03,1.7046102285385132,1.4472321271896362,0.636904776096344,False
27f442b5-1e77-44aa-a15e-55799bbf9248,3,0.03,1.0782550573349,0.30718544125556946,0.41111111640930176,False
27f442b5-1e77-44aa-a15e-55799bbf9248,4,0.03,1.1528557538986206,0.39959394931793213,0.46666666865348816,False
af3ff3df-2b4e-4a4d-82f7-48dd4d3901d5,0,0.03,1.698454737663269,0.7816902995109558,0.44285714626312256,True
af3ff3df-2b4e-4a4d-82f7-48dd4d3901d5,1,0.03,1.8870989084243774,1.6959267854690552,0.5142857432365417,False
af3ff3df-2b4e-4a4d-82f7-48dd4d3901d5,2,0.03,2.2198312282562256,1.4771103858947754,0.5,False
af3ff3df-2b4e-4a4d-82f7-48dd4d3901d5,3,0.03,2.253835439682007,2.0725181102752686,0.5099206566810608,False
af3ff3df-2b4e-4a4d-82f7-48dd4d3901d5,4,0.03,1.0365649461746216,1.4216872453689575,0.4571428596973419,True
c09fa158-ea66-4273-8f16-0caddc487058,0,0.03,2.209360122680664,0.887800931930542,0.4682539701461792,True
c09fa158-ea66-4273-8f16-0caddc487058,1,0.03,1.6993354558944702,1.336350917816162,0.5099206566810608,False
c09fa158-ea66-4273-8f16-0caddc487058,2,0.03,1.7531278133392334,0.9583044648170471,0.4682539999485016,True
c09fa158-ea66-4273-8f16-0caddc487058,3,0.03,1.0362663269042969,1.0016826391220093,0.4571428596973419,True
c09fa158-ea66-4273-8f16-0caddc487058,4,0.03,1.7458486557006836,0.9694978594779968,0.43333330750465393,True
eca39372-7c3c-4c5d-ae42-a456e2c22e5e,0,0.03,0.9494059681892395,0.5793008208274841,0.38333332538604736,True
eca39372-7c3c-4c5d-ae42-a456e2c22e5e,1,0.03,1.036798119544983,0.6242811679840088,0.4166666567325592,False
eca39372-7c3c-4c5d-ae42-a456e2c22e5e,2,0.03,1.7026149034500122,1.6463838815689087,0.5,False
eca39372-7c3c-4c5d-ae42-a456e2c22e5e,3,0.03,1.754928469657898,1.1449891328811646,0.43492063879966736,False
eca39372-7c3c-4c5d-ae42-a456e2c22e5e,4,0.03,1.0241963863372803,0.6891809105873108,0.24444444477558136,True
a9c4d071-ed1a-4c25-9425-05c827fe44e7,0,0.03,1.7167110443115234,1.0144619941711426,0.3444444239139557,False
a9c4d071-ed1a-4c25-9425-05c827fe44e7,1,0.03,1.6978436708450317,1.4311894178390503,0.5222222208976746,False
a9c4d071-ed1a-4c25-9425-05c827fe44e7,2,0.03,1.7801294326782227,0.4759925305843353,0.4920635223388672,False
a9c4d071-ed1a-4c25-9425-05c827fe44e7,3,0.03,0.9887797832489014,0.11582908779382706,0.21666665375232697,True
a9c4d071-ed1a-4c25-9425-05c827fe44e7,4,0.03,1.0658435821533203,0.33399200439453125,0.28333333134651184,False
9e9feea1-a05f-4b04-9414-ee609d420cc6,0,0.03,0.9532228708267212,0.08182593435049057,0.34444448351860046,True
9e9feea1-a05f-4b04-9414-ee609d420cc6,1,0.03,2.6240148544311523,2.463153123855591,0.6805555820465088,False
9e9feea1-a05f-4b04-9414-ee609d420cc6,2,0.03,1.0167315006256104,0.34079840779304504,0.5714285969734192,False
9e9feea1-a05f-4b04-9414-ee609d420cc6,3,0.03,1.0541309118270874,0.1444167047739029,0.21666665375232697,True
9e9feea1-a05f-4b04-9414-ee609d420cc6,4,0.03,1.0930098295211792,0.31216588616371155,0.4000000059604645,False
01f16db0-39bb-44f1-8ae5-d07a7c206bec,0,0.03,0.954395592212677,0.13522088527679443,0.13333334028720856,True
01f16db0-39bb-44f1-8ae5-d07a7c206bec,1,0.03,1.7022606134414673,1.2555012702941895,0.7162699103355408,False
01f16db0-39bb-44f1-8ae5-d07a7c206bec,2,0.03,1.1602064371109009,0.08830287307500839,0.1666666716337204,True
01f16db0-39bb-44f1-8ae5-d07a7c206bec,3,0.03,1.711025595664978,0.9989549517631531,0.3206349313259125,False
01f16db0-39bb-44f1-8ae5-d07a7c206bec,4,0.03,1.0133922100067139,0.33442339301109314,0.29999998211860657,False
34143cd5-19f4-4234-8616-fcfd836f9e63,0,0.03,0.9900278449058533,0.07670044898986816,0.13333334028720856,True
34143cd5-19f4-4234-8616-fcfd836f9e63,1,0.03,1.6977404356002808,0.5558909773826599,0.24444444477558136,False
34143cd5-19f4-4234-8616-fcfd836f9e63,2,0.03,1.8292200565338135,0.07891737669706345,0.13333334028720856,False
