query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal
19a54173-f7f3-4833-8deb-357f319fcb53,0,0.03,1.7566086053848267,1.0512593462408404e-06,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,1,0.03,1.7169911861419678,0.012228342704474926,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,2,0.03,1.6724529266357422,0.015883564949035645,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,3,0.03,1.6630977392196655,0.02322479523718357,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,4,0.03,2.2281763553619385,0.0020678190048784018,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,5,0.03,1.756609320640564,6.302997803686594e-07,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,6,0.03,1.7546541690826416,0.001592146116308868,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,7,0.03,1.7521817684173584,0.005421450361609459,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,8,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,9,0.03,1.7566089630126953,5.962036198070564e-07,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,10,0.03,1.7169915437698364,0.01223496813327074,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,11,0.03,1.7067173719406128,0.013032976537942886,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,12,0.03,2.227966547012329,0.004879624117165804,2.4999999848063226e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,13,0.03,1.756608486175537,1.952117372638895e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,14,0.03,1.716991662979126,0.012227269820868969,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,15,0.03,1.6828209161758423,0.03975718095898628,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,16,0.03,1.6828099489212036,0.039773326367139816,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,17,0.03,1.756608247756958,3.6850685773970326e-06,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,18,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,19,0.03,2.2243125438690186,0.008040990680456161,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,20,0.03,2.222418785095215,0.0088367173448205,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,21,0.03,1.7566083669662476,2.9879583962610923e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,22,0.03,1.7308942079544067,0.01585324853658676,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,23,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,24,0.03,1.0419563055038452,2.7570247311814455e-06,4.999999969612645e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,25,0.03,1.7566089630126953,2.0803788629564224e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,26,0.03,1.7413278818130493,0.00802373606711626,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,27,0.03,1.716991901397705,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,28,0.03,1.716991901397705,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,29,0.03,2.2281653881073,0.0020644168835133314,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,30,0.03,1.756605863571167,1.2702096682914998e-05,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,31,0.03,1.7237685918807983,0.012976076453924179,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,32,0.03,1.7169907093048096,0.01212505716830492,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,33,0.03,2.2233662605285645,0.008073360659182072,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,34,0.03,1.756608486175537,3.3663236536085606e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,35,0.03,1.71699059009552,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,36,0.03,1.6929352283477783,0.014266888611018658,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,37,0.03,2.2244246006011963,0.007867679931223392,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,38,0.03,1.7566087245941162,3.6181791074341163e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,39,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,40,0.03,1.688936710357666,0.03099180944263935,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,41,0.03,1.7566087245941162,1.2531954780570231e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,42,0.03,1.7542134523391724,0.001591381267644465,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,43,0.03,1.7169911861419678,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,44,0.03,2.2221271991729736,0.01772131398320198,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,45,0.03,1.7566088438034058,2.6099608021468157e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,46,0.03,1.7565150260925293,0.00044729781802743673,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,47,0.03,1.7513096332550049,0.005953494925051928,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,48,0.03,1.7169902324676514,0.012227973900735378,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,49,0.03,1.7566087245941162,1.6539771650059265e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,50,0.03,1.7560316324234009,0.0008995754760690033,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,51,0.03,1.7169917821884155,0.012239399366080761,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,52,0.03,2.2198894023895264,0.008184419013559818,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,53,0.03,2.2282402515411377,0.0028549337293952703,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,54,0.03,1.7566089630126953,5.102724003336334e-07,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,55,0.03,1.7517942190170288,0.006262035574764013,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,56,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,57,0.03,2.2363760471343994,0.03754645213484764,2.4999999848063226e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,58,0.03,1.7566088438034058,3.835389634332387e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,59,0.03,1.7521499395370483,0.005066623445600271,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,60,0.03,1.7169917821884155,0.012227974832057953,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,61,0.03,2.229626417160034,0.011259558610618114,2.4999999848063226e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,62,0.03,1.7566086053848267,1.8711190250542131e-06,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,63,0.03,1.7169907093048096,0.012227934785187244,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,64,0.03,1.6742373704910278,0.03568002209067345,3.3333329430007552e-09,False
19a54173-f7f3-4833-8deb-357f319fcb53,65,0.03,1.0419577360153198,1.305622731706535e-06,4.999999969612645e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,66,0.03,1.7566055059432983,1.8651529899216257e-05,3.3333329430007552e-09,True
19a54173-f7f3-4833-8deb-357f319fcb53,67,0.03,1.716991901397705,0.012247744016349316,0.1111111119389534,False
19a54173-f7f3-4833-8deb-357f319fcb53,68,0.03,2.2244186401367188,0.008136186748743057,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,69,0.03,2.2218427658081055,0.00982807856053114,0.0833333358168602,False
19a54173-f7f3-4833-8deb-357f319fcb53,70,0.03,1.756608009338379,6.477187071141088e-06,3.3333329430007552e-09,True
