query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
a218132f-5a79-4e2f-993e-d849ea3a0e8f,25,0.03,2.2709920406341553,0.4688602387905121,0.06060606241226196,True,76.7913468143623,705.6011210438622,14.114799822050143,375.2578408800702,78.76380196714204,0.0008321568496869,0.1762885288041011,99.9999999660056,15.12734510722984,8.969417214721423,1.0760218370899526,13.672594683871376,99.99536247516336,23.252595760178654,0.9361502119391591,1.019327338213425,16.32325479390478,12.036746614856796,0.0328956645841211,22.69273449176453,0.0400831413158464,97.81723372295168
a218132f-5a79-4e2f-993e-d849ea3a0e8f,34,0.03,1.1360489130020142,0.5838920474052429,0.46666669845581055,True,93.95364262776766,16.55430412124631,16.996434283324284,198.41917788867056,0.3116940646030031,4.061388537633546e-07,0.0363804640463596,99.99988958094976,15.00307613121218,8.085411076627732,1.0028359604629753,0.0116657017174135,99.6770645383178,22.274438650072504,1.0221010944839348,0.4876017658377232,28.709994076407177,75.10107819798574,1.6175535387303297,1.219770877651521,0.1181647479052657,99.9999998028324
a218132f-5a79-4e2f-993e-d849ea3a0e8f,41,0.03,1.5494811534881592,0.29858866333961487,0.1527777761220932,True,93.5405740174808,20.631484459728966,17.450477512631384,380.287547672152,73.34764524341594,0.0007374820108207,0.0112640267296266,99.14794480592695,3.46435072853134,8.72575771444502,2.029177251064482,1.4748037310110025,98.00475716721502,14.380626643001117,0.9571858225934208,0.9779299107508416,10.078117565682325,71.52393185067326,3.0000099737898283,5.059164071298644,0.1790325606199026,93.47940425565848
a218132f-5a79-4e2f-993e-d849ea3a0e8f,43,0.03,1.2625253200531006,0.3039344549179077,0.2666666805744171,True,93.08818968319304,17.017131210342423,17.21029218269881,349.2371035571466,64.09872737749669,1.8620948556520743e-05,2.1489178060802103e-05,99.99999999986686,14.921260421398465,6.307604930216962,0.9861865815747042,4.8800831506119486e-05,99.83389431874244,0.3968130969568681,1.0,1.0,28.003239452298377,74.00000946806458,2.999999999497649,2.056168959476855,1.000004675988804,90.04390597254984
a218132f-5a79-4e2f-993e-d849ea3a0e8f,45,0.03,1.7762562036514282,0.2648528516292572,0.25925925374031067,True,93.95609437315626,181.54469087992288,2.7698165189342,379.8082500012972,78.95029650282329,0.0002530441670367,0.1768381843206296,99.96054193277924,14.653704318895745,8.588604102781677,5.061900095162592,1.2250800125875094,90.02206858692124,23.131987010265693,0.1634955364685079,0.1265696048743531,26.067770360252915,0.0467752776448868,0.7370853301546991,4.752958576269383,0.0323697980423282,96.79297885562828
a218132f-5a79-4e2f-993e-d849ea3a0e8f,79,0.03,1.3309251070022583,0.19202856719493866,0.29999998211860657,True,68.0,16.777217973794592,17.0,373.1964478218923,74.42139457286405,5.3451824753177856e-05,0.0,99.99999999999764,15.000000998548543,7.685925052850992,1.0516103784513946,1.1641119180477411e-05,100.0,1.103470964054632e-05,1.0000000059215977,1.0059337105701465,28.13141683489512,17.10719987091367,1.0006519941778778,1.0,0.9594635375597492,99.65014057322227
a218132f-5a79-4e2f-993e-d849ea3a0e8f,81,0.03,2.1080429553985596,0.5456116199493408,0.1388888955116272,True,93.95718802537732,688.8307041623518,4.242873697674948,382.2489383771823,44.348230216421534,0.0001083746242626,0.110188361334552,99.99999752021137,14.977706835387178,8.31134044187997,2.477533252637522,3.016280691001316,22.13835374618076,18.925142615069326,0.0202695492920108,0.0237026641899111,2.026015402109752,37.20063641877018,0.2602192601104418,22.96835331892768,0.0513649138777036,95.46096325605042
a218132f-5a79-4e2f-993e-d849ea3a0e8f,98,0.03,1.7091946601867676,0.3622220754623413,0.14814814925193787,True,93.87677134457972,17.08932138341072,2.801019550751538,305.6523429707803,78.85602459674023,0.0004106401049353,2.0717764883462678e-09,99.999999382702,14.85492616529445,8.979117362324278,0.0104769006202561,0.3624886285156643,98.7999636027316,19.84691534348936,0.9763099252792612,3.366391772213136,7.161137322691837,24.40164334752386,3.778225905718043,15.468777785081508,0.1307200647795572,99.98983750167942
a218132f-5a79-4e2f-993e-d849ea3a0e8f,103,0.03,1.4690223932266235,0.2942964434623718,0.24166667461395264,True,85.57690421572927,16.999837175164515,17.292636008516563,381.98757372575307,78.94576491425494,0.00061830931206,9.147470404667041e-09,99.99999484739216,19.141695015432,8.237037175738175,1.000939391663755,0.8328601447753505,93.42057984204916,8.622948295402717,1.0000448455210171,1.0294967258322902,5.042532952067665,95.92490328046506,3.0196256741021106,1.0561204521125065,0.982488218012484,92.65289180699304
a218132f-5a79-4e2f-993e-d849ea3a0e8f,144,0.03,1.284528136253357,0.20822709798812866,0.3888889253139496,True,68.2735259515071,16.999517137437767,0.4015690816845048,331.7533505320731,77.93552935831617,1.5998951802944225e-05,5.315007089407172e-06,99.99999687770476,13.904473104207302,6.91332949922343,7.165650394839091,0.2858559078406144,99.1669615239516,0.2739095311196586,0.0468782055572285,0.0175898891468437,27.995926264963945,87.54472660607638,1.5365515706000612,1.0522576557188137,0.113055276791768,99.82465788550756
