query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal
25c60173-1484-40ab-bc1b-7e2e911a7106,0,0.05,5.406445026397705,2.3038341999053955,0.4006410241127014,True
25c60173-1484-40ab-bc1b-7e2e911a7106,1,0.05,5.479539394378662,2.382341146469116,0.44505494832992554,False
25c60173-1484-40ab-bc1b-7e2e911a7106,2,0.05,8.447466850280762,5.298146724700928,0.3511904776096344,True
25c60173-1484-40ab-bc1b-7e2e911a7106,3,0.05,8.459426879882812,5.265469551086426,0.3511904776096344,True
25c60173-1484-40ab-bc1b-7e2e911a7106,4,0.05,9.86614990234375,5.461949348449707,0.3854166865348816,False
25c60173-1484-40ab-bc1b-7e2e911a7106,5,0.05,5.898038387298584,3.113536834716797,0.41258740425109863,False
49365f4b-c41c-4be6-b43d-1133c752e71a,0,0.05,5.996715068817139,3.140014171600342,0.2321428656578064,True
49365f4b-c41c-4be6-b43d-1133c752e71a,1,0.05,8.082606315612793,5.3157758712768555,0.3348214328289032,False
49365f4b-c41c-4be6-b43d-1133c752e71a,2,0.05,5.803302764892578,3.232445240020752,0.3149350881576538,True
49365f4b-c41c-4be6-b43d-1133c752e71a,3,0.05,5.888689041137695,3.314967632293701,0.3149350881576538,False
49365f4b-c41c-4be6-b43d-1133c752e71a,4,0.05,6.294997215270996,2.994164228439331,0.5166666507720947,True
49365f4b-c41c-4be6-b43d-1133c752e71a,5,0.05,6.459927558898926,3.067495346069336,0.4166666865348816,True
