sex,age,priors_count,race,c_charge_degree,query_id
Female,18.000080833285242,37.999997055806304,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,49.00379024529281,37.999997055806304,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,49.00379024529281,37.88528948116656,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.00010246693205,37.99996383425643,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,37.24008722440421,37.68898836999101,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,25.813628366007993,37.62446927707817,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,37.05101553766879,31.86315035142986,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000134673901275,37.99997172419911,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,24.335592917061778,37.99997068153529,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,34.45109108105279,37.99997172419911,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,36.76820458811182,37.99997068153529,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.00014977149276,37.999941407395646,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,39.04355775908566,37.99993460006246,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,49.010731511538935,37.99993460006246,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,18.32737716361258,37.92804567642219,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,18.000386780562174,37.999971341192406,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,18.525673967171087,37.999971341192406,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,27.5683724511451,37.949147745159145,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,34.40748300405718,37.76910442238314,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000204863347125,37.99995431256156,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.55269749702643,37.99995431256156,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,40.97631725838911,37.99999432372974,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,49.00146512471189,37.99999432372974,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,35.04582062339731,35.972949034337674,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000011920256505,37.999924765247115,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,23.006804139064137,37.849612061927715,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,41.25979574964523,37.997805936777944,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,48.86377753288918,37.997924913816554,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000066270997035,37.99993404006267,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,21.77423308452872,37.99994103327497,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,43.68952527441095,37.87099231848987,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,37.07678530621382,35.89219679236338,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,36.87986545020907,37.03859226845985,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.00002843570402,37.999966407484955,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,20.133592241301265,37.99651425605941,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,28.928322582799694,37.996588994823746,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,48.22653200670298,37.99659010342528,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000030982513916,37.99996084074276,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,29.8638267212136,37.99996084074276,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,37.19165794283484,37.99005631209159,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,18.000030982513916,37.942032635518885,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.00004046756853,37.999957038090294,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,39.8838315849676,37.968751224353056,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,48.994755293025875,37.9999937315944,African-American,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,18.000308364978082,37.99997338762855,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,36.54824612631075,37.99997338762855,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Male,18.284331400734807,37.99997338762855,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
Female,37.05734137855792,32.24276924133363,Caucasian,F,c6138ff7-d7aa-4c7d-a160-71ad5b5bb340
