employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,query_id
9.601217039806517e-05,30.18560294131864,4080.0011777057503,D,57.09999466612053,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
9.601217039806517e-05,29.16950869196507,4456.479881136907,D,54.53648193449857,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
3.009351639772296,15.229586837974256,23177.10476159336,D,56.960023260253614,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
9.601217039806517e-05,30.18560294131864,4080.0011777057503,C,57.09999466612053,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
3.009351639772296,14.213492533914303,23146.69877523617,D,54.44899340997627,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.365806645376002,43.932911057922176,4083.0232325712095,B,57.060374427838354,small_business,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.365806645376002,43.91825968344135,4084.536095474903,B,57.060374427838354,small_business,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
1.0407394584643523,38.40790724336403,4084.436569295281,B,54.05290351626033,small_business,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.1545731620436572,9.73392393546171,4210.071447200087,B,55.048361428024194,small_business,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.1545731620436572,10.287108570342884,34177.85055495879,B,55.048361428024194,small_business,OWN,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0012239495483019,2.008303258672323,4089.8863563925775,G,31.59157675224789,small_business,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0012239495483019,3.94340581174451,4082.6703670750335,G,31.59157675224789,small_business,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.1289115030437317,4.360905046904758,4092.886015121911,G,12.764058133110677,small_business,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
1.836242724338475,15.251407993436713,4080.0676501924872,G,14.776326324890835,small_business,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
1.836242724338475,15.2564665316555,4080.0676501924872,G,13.726301382174013,small_business,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0014660958439515,43.999796930796016,4080.139307422002,G,57.09947162585666,purchase,OWN,UT,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.2820170416841315,38.8790821816466,4080.071891973904,G,57.09964341515155,purchase,OWN,UT,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0014660958439515,43.999796930796016,4080.139307422002,G,54.139830859369965,purchase,OWN,UT,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0547768730875455,43.94050636034543,4080.133537410826,G,57.08538649647012,purchase,RENT,UT,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.287039926835438,15.804812474894224,4080.0503641908936,G,56.618254584701326,purchase,OWN,VA,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0016616511420118,43.99958331008888,4080.001671612762,G,57.09750016410276,purchase,OWN,KY,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0016616511420118,43.99958331008888,4307.642023392018,G,57.09750016410276,purchase,OWN,KY,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0864004224091252,43.99958331008888,4080.000950725632,G,57.09750016410276,purchase,OWN,KY,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0090976257244122,43.99994090441734,4080.0000042501706,G,57.0642504228181,purchase,OWN,FL,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0005978808597906,2.0000357381511287,4084.450036596508,B,57.09993345392344,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.2333599109160256,14.112293479762318,4084.450036596508,B,57.09993345392344,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0421287114327598,12.297584765132267,4100.692251571381,B,57.045621658114975,educational,OWN,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0004497875171685,5.370825518794933,4089.0015360943216,B,57.09975653431955,educational,OWN,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0923120575607729,5.370825518794933,4163.227245149547,B,12.725630678513207,purchase,OWN,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0015883788409119,21.944339374706686,4080.367670506207,D,57.096988737153325,educational,RENT,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
0.0015883788409119,21.77575056170229,4080.34781016891,B,57.09907417184029,educational,OWN,NE,b6c52e31-dca6-4ac0-99c7-2d260cf802b6
