query_uuid,cf_index,sigma,proximity,geometric_instability,intervention_instability,is_pareto_optimal
0663b21b-64e1-4d9e-8056-d411728f1ab4,0,0.03,2.0,1.4151517152786255,0.5,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,1,0.03,1.4142135381698608,0.05109339952468872,9.99999993922529e-09,True
0663b21b-64e1-4d9e-8056-d411728f1ab4,2,0.03,2.4494898319244385,2.3002302646636963,0.5333333611488342,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,3,0.03,1.4142135381698608,0.05109339952468872,9.99999993922529e-09,True
0663b21b-64e1-4d9e-8056-d411728f1ab4,4,0.03,2.8284270763397217,2.450031280517578,0.75,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,5,0.03,2.0,2.0006635189056396,0.5555555820465088,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,6,0.03,2.8284270763397217,2.5763113498687744,0.5,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,7,0.03,2.0,0.958005428314209,0.3333333432674408,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,8,0.03,2.0,1.4151517152786255,0.5,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,9,0.03,2.0,1.415151596069336,0.5,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,10,0.03,2.4494898319244385,2.450031280517578,0.6666666865348816,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,11,0.03,2.4494898319244385,2.5763208866119385,0.8333333134651184,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,12,0.03,2.8284270763397217,2.7026069164276123,0.7333333492279053,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,13,0.03,2.0,0.05109339952468872,4.999999969612645e-09,True
0663b21b-64e1-4d9e-8056-d411728f1ab4,14,0.03,2.0,1.415151596069336,0.5,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,15,0.03,2.4494898319244385,2.4265201091766357,0.7166666984558105,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,16,0.03,2.4494898319244385,2.450031280517578,0.7222222685813904,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,17,0.03,3.1622776985168457,3.051435708999634,0.6333333253860474,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,18,0.03,2.4494898319244385,2.30025577545166,0.6111111044883728,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,19,0.03,2.8284270763397217,2.450031280517578,0.6666666865348816,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,20,0.03,2.0,2.0006635189056396,0.5555555820465088,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,21,0.03,2.0,0.958005428314209,0.3333333432674408,False
0663b21b-64e1-4d9e-8056-d411728f1ab4,22,0.03,2.0,2.1504392623901367,0.6666666865348816,False
