sex,age,priors_count,race,c_charge_degree,query_id
Female,27.0,0.0,Caucasian,F,ba59b4b9-96ca-4184-bd8b-7fde80b3b265
Female,33.12708230639457,4.658085163642868,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.083094613544745,4.645392593971184,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.05786315403463,4.63347522386954,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.09180341073964,4.649095388071853,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.09447534537398,4.650983869176069,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.11251359122249,4.656003664770179,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.12082799314645,4.653707306317445,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.030204592280285,4.631794422232304,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.089522746213895,4.642527237653486,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.05616334390275,4.6432177104603385,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.1018404149856,4.649901779621472,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.075942441773655,4.644205167394895,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.12140692707323,4.656849965778084,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.091762421787585,4.650531230922633,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.03365854621832,4.634632771531528,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.01859847879776,4.630319740411104,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.10095205805961,4.652304176735436,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.08449581121736,4.647496922590578,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.02915707743853,4.636473849228357,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.1117228431762,4.652082695181013,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.102007884385294,4.653302357776005,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.044842248679345,4.640186002581151,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.04482954515964,4.637369413061078,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.0165340382872,4.631002033550037,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.1173783816292,4.65191920627112,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.14886198974387,4.659683124948629,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.02531872974815,4.6356406335819935,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.117356262196964,4.650934929040608,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.06938170314753,4.644056334049594,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.11355863605827,4.653806215830175,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.106579774265306,4.642173870648372,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.040297978516435,4.6384950405029,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
Female,33.05288402801152,4.641440750234905,African-American,F,463e75b4-06e5-468b-85fc-400a2f317901
