age,workclass,education,marital_status,occupation,race,gender,hours_per_week,query_id
26.34848403930664,Self-Employed,Doctorate,Single,Sales,White,Male,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
26.34848403930664,Self-Employed,Bachelors,Single,Professional,White,Male,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
26.34848403930664,Self-Employed,HS-grad,Single,Professional,White,Male,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
26.34848403930664,Self-Employed,Doctorate,Single,Other/Unknown,White,Male,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
26.34848403930664,Self-Employed,Doctorate,Single,Professional,White,Female,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
26.34848403930664,Private,Doctorate,Single,Professional,White,Male,38.57784652709961,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Self-Employed,Bachelors,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Self-Employed,HS-grad,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Private,Doctorate,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Self-Employed,Doctorate,Single,Sales,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Self-Employed,Doctorate,Single,Other/Unknown,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.08240127563477,Self-Employed,Doctorate,Single,Professional,White,Female,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Self-Employed,Doctorate,Single,Professional,White,Female,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Private,Doctorate,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Self-Employed,Doctorate,Single,Sales,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Self-Employed,Bachelors,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Self-Employed,Doctorate,Single,Other/Unknown,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
30.082401275634766,Self-Employed,HS-grad,Single,Professional,White,Male,40.05844497680664,972dca13-89fa-4e22-b22d-527fddc21798
