selector,query_uuid,sigma,selected_cf_index,proximity,geometric_instability,intervention_instability
min_proximity,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
min_geo,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
weighted_sum_equal,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
weighted_sum_prox_heavy,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
pareto_knee,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
pareto_lex,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
random,e3dff26e-be4e-466a-8f32-2e50193b3c6b,0.03,0,1.4142135381698608,0.6875856518745422,0.5
min_proximity,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
min_geo,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
weighted_sum_equal,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
weighted_sum_prox_heavy,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
pareto_knee,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
pareto_lex,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
random,67661d5c-7f5d-4b73-bce7-c99e5ca2c493,0.03,0,1.476595401763916,0.022149652242660522,4.999999969612645e-09
min_proximity,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
min_geo,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
weighted_sum_equal,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
weighted_sum_prox_heavy,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
pareto_knee,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
pareto_lex,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
random,e142328e-d3c5-4bf6-95db-c690ebee5712,0.03,0,0.3571428656578064,0.012563089840114117,9.99999993922529e-09
min_proximity,fc1b1f28-312d-4d48-82d4-20986c831a92,0.03,0,0.06122449040412903,0.04392315074801445,1.0
min_geo,fc1b1f28-312d-4d48-82d4-20986c831a92,0.03,0,0.06122449040412903,0.04392315074801445,1.0
weighted_sum_equal,fc1b1f28-312d-4d48-82d4-20986c831a92,0.03,0,0.06122449040412903,0.04392315074801445,1.0
weighted_sum_prox_heavy,fc1b1f28-312d-4d48-82d4-20986c831a92,0.03,0,0.06122449040412903,0.04392315074801445,1.0
