selector,query_uuid,sigma,selected_cf_index,proximity,geometric_instability,intervention_instability
min_proximity,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,2,1.212416648864746,0.29305410385131836,0.1587301641702652
min_geo,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,0,1.3678722381591797,0.1579992175102234,0.2539682686328888
weighted_sum_equal,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,3,1.3819869756698608,0.19157712161540985,0.12222222238779068
weighted_sum_prox_heavy,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,2,1.212416648864746,0.29305410385131836,0.1587301641702652
pareto_knee,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,3,1.3819869756698608,0.19157712161540985,0.12222222238779068
pareto_lex,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,0,1.3678722381591797,0.1579992175102234,0.2539682686328888
random,e5dc1bc5-eb87-4175-a445-0fc182d31927,0.03,0,1.3678722381591797,0.1579992175102234,0.2539682686328888
min_proximity,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,0,1.0976810455322266,0.4328388273715973,0.4867725074291229
min_geo,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,4,1.4544031620025635,0.19427341222763062,0.4444444477558136
weighted_sum_equal,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,2,1.127612590789795,0.31510016322135925,0.43386244773864746
weighted_sum_prox_heavy,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,2,1.127612590789795,0.31510016322135925,0.43386244773864746
pareto_knee,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,2,1.127612590789795,0.31510016322135925,0.43386244773864746
pareto_lex,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,4,1.4544031620025635,0.19427341222763062,0.4444444477558136
random,4f983d41-30ee-416f-80cb-dfe5867b2c20,0.03,0,1.0976810455322266,0.4328388273715973,0.4867725074291229
min_proximity,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,2,1.1025973558425903,0.3046390116214752,0.5138888955116272
min_geo,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,4,1.1741842031478882,0.2006467580795288,0.380952388048172
weighted_sum_equal,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,3,1.130138874053955,0.24839872121810913,0.255952388048172
weighted_sum_prox_heavy,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,3,1.130138874053955,0.24839872121810913,0.255952388048172
pareto_knee,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,3,1.130138874053955,0.24839872121810913,0.255952388048172
pareto_lex,642c9a42-9772-4b4f-95cd-c6b61dbe98bc,0.03,4,1.1741842031478882,0.2006467580795288,0.380952388048172
