employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,query_id
3.150531768798828,13.974302291870115,4080.0,G,18.145252227783203,purchase,RENT,FL,78270b6f-8de1-4512-ba72-58d98b8d7d6e
2.5896120071411133,13.781542778015137,30720.0,G,10.207104682922363,purchase,RENT,FL,78270b6f-8de1-4512-ba72-58d98b8d7d6e
4.710923194885254,10.160248756408691,66362.04,F,13.195030212402344,debt,MORTGAGE,AK,7802ed90-56f0-484c-8ec4-0b6ac80766e3
4.362825870513916,14.907510757446287,4080.0,F,16.54604148864746,purchase,MORTGAGE,NE,7802ed90-56f0-484c-8ec4-0b6ac80766e3
3.150531768798828,13.974302291870115,4080.0,G,18.145252227783203,purchase,RENT,FL,92b09361-7363-4f0f-8383-b75e6ea44c36
2.5896120071411133,13.781542778015137,30720.0,G,10.207104682922363,purchase,RENT,FL,92b09361-7363-4f0f-8383-b75e6ea44c36
4.710923194885254,10.160248756408691,66362.04,F,13.195030212402344,debt,MORTGAGE,AK,9e564130-1d17-4e50-8c0d-5caa95b371da
4.362825870513916,14.907510757446287,4080.0,F,16.54604148864746,purchase,MORTGAGE,NE,9e564130-1d17-4e50-8c0d-5caa95b371da
3.150531768798828,13.974302291870115,4080.0,G,18.145252227783203,purchase,RENT,FL,a09d34be-956d-419e-9606-562fd9badbbd
2.5896120071411133,13.781542778015137,30720.0,G,10.207104682922363,purchase,RENT,FL,a09d34be-956d-419e-9606-562fd9badbbd
4.710923194885254,10.160248756408691,66362.04,F,13.195030212402344,debt,MORTGAGE,AK,5de373e1-de83-4950-837d-203970b4d18d
4.362825870513916,14.907510757446289,4080.0,F,16.54604148864746,purchase,MORTGAGE,NE,5de373e1-de83-4950-837d-203970b4d18d
